id,CAD_Number,Call Type,Date,Address,City,State,Latitude,Longitude,Zone,Responding Officer
225,225,Traffic,11/4/2019 23:58,590 Superior Parkway,Carson City,Nevada,39.2025,-119.7526,Z7,Hernandez
226,226,Violent Crime,8/9/2023 11:18,767 Buell Lane,Las Vegas,Nevada,35.9279,-114.9721,Z6,Thomas
227,227,Property Crime,5/5/2022 23:39,49 Independence Crossing,Las Vegas,Nevada,36.2235,-115.2655,Z5,Baker
228,228,Violent Crime,2/10/2023 2:40,74541 Algoma Parkway,North Las Vegas,Nevada,36.2204,-115.1458,Z2,Young
229,229,Alarm,12/16/2020 22:34,1004 Bunker Hill Hill,Reno,Nevada,39.5387,-119.8225,Z1,Murphy
230,230,Traffic,11/22/2020 18:57,89 Cody Drive,Henderson,Nevada,36.0384,-115.0857,Z2,Hill
231,231,Traffic,3/19/2020 23:33,96602 Beilfuss Junction,Las Vegas,Nevada,36.1378,-115.3261,Z8,Wright
232,232,Traffic,3/28/2024 6:39,28556 Almo Plaza,Carson City,Nevada,39.2025,-119.7526,Z3,Garcia
233,233,Alarm,12/22/2021 17:11,2 New Castle Hill,Las Vegas,Nevada,36.1378,-115.3261,Z4,Parker
234,234,Traffic,10/17/2022 16:10,162 Trailsway Parkway,Las Vegas,Nevada,35.9279,-114.9721,Z5,Phillips
235,235,Welfare Check,2/15/2021 0:10,7 Hanover Parkway,Carson City,Nevada,39.2025,-119.7526,Z7,Bailey
236,236,Traffic,6/19/2020 14:41,4 Menomonie Parkway,Reno,Nevada,39.4814,-119.8591,Z6,Scott
237,237,Traffic,7/31/2023 8:48,8 Dexter Road,Las Vegas,Nevada,36.0914,-115.0885,Z5,Wood
238,238,Traffic,3/3/2022 11:15,6846 Lerdahl Circle,Las Vegas,Nevada,36.1378,-115.3261,Z2,Thompson
239,239,Traffic,7/27/2021 19:42,564 7th Center,Carson City,Nevada,39.2025,-119.7526,Z3,Edwards
240,240,Traffic,4/2/2020 16:37,8485 Sauthoff Point,Carson City,Nevada,39.1678,-119.7764,Z8,Sanchez
241,241,Alarm,4/14/2022 0:59,416 Hovde Street,Las Vegas,Nevada,36.1378,-115.3261,Z1,Wood
242,242,Traffic,1/3/2020 12:21,0857 Sugar Lane,Reno,Nevada,39.7699,-119.6027,Z6,Lopez
243,243,Alarm,2/21/2024 22:22,77 Heffernan Plaza,Las Vegas,Nevada,35.9279,-114.9721,Z5,Stewart
244,244,Traffic,9/15/2024 17:14,5532 Dottie Park,Las Vegas,Nevada,35.9279,-114.9721,Z1,Carter
245,245,Welfare Check,5/17/2024 9:14,76 Memorial Junction,Las Vegas,Nevada,36.0914,-115.0885,Z3,Mitchell
246,246,Traffic,5/6/2021 11:34,11870 International Junction,Las Vegas,Nevada,36.0914,-115.0885,Z7,Baker
247,247,Alarm,7/3/2021 6:02,4 Doe Crossing Drive,Reno,Nevada,39.5224,-119.8353,Z2,Gray
248,248,Traffic,1/7/2023 16:32,798 Hoffman Road,Las Vegas,Nevada,36.2471,-115.221,Z2,Ramirez
249,249,Alarm,5/5/2024 14:00,80741 Sutteridge Alley,Las Vegas,Nevada,36.0914,-115.0885,Z3,Evans
250,250,Property Crime,1/27/2021 5:15,0 Main Plaza,Las Vegas,Nevada,36.3265,-115.3398,Z6,Stewart
251,251,Violent Crime,11/2/2021 17:37,55 Bartelt Pass,Las Vegas,Nevada,36.2158,-115.0671,Z8,Lewis
252,252,Welfare Check,9/1/2023 9:11,1472 Surrey Way,Reno,Nevada,39.5224,-119.8353,Z4,Collins
253,253,Traffic,1/14/2020 21:16,5844 Oxford Terrace,North Las Vegas,Nevada,36.2204,-115.1458,Z6,Jackson
254,254,Welfare Check,11/24/2024 13:16,879 Orin Lane,Reno,Nevada,39.7699,-119.6027,Z8,Adams
255,255,Property Crime,5/15/2020 11:45,3425 Straubel Way,Las Vegas,Nevada,36.086,-115.1471,Z7,Perez
256,256,Alarm,11/15/2022 9:53,89019 Crescent Oaks Avenue,Reno,Nevada,39.5387,-119.8225,Z8,Price
257,257,Alarm,6/12/2021 10:32,279 Eggendart Plaza,Henderson,Nevada,36.0384,-115.0857,Z1,Hernandez
258,258,Traffic,12/12/2019 11:56,4426 Washington Park,Sparks,Nevada,39.6269,-119.7081,Z5,Brooks
259,259,Alarm,10/10/2020 22:45,72 Lukken Center,Las Vegas,Nevada,36.3265,-115.3398,Z3,Johnson
260,260,Violent Crime,3/26/2021 1:59,7516 Messerschmidt Alley,Las Vegas,Nevada,35.9279,-114.9721,Z3,Cox
261,261,Alarm,6/6/2020 13:18,77 Sunnyside Street,Sparks,Nevada,39.6269,-119.7081,Z4,Lewis
262,262,Welfare Check,11/19/2023 14:12,1016 Talisman Trail,Reno,Nevada,39.7699,-119.6027,Z6,Hall
263,263,Property Crime,9/20/2021 17:27,5491 Westerfield Avenue,Reno,Nevada,40.5412,-119.5869,Z7,Evans
264,264,Property Crime,7/14/2022 12:52,306 Dennis Point,Las Vegas,Nevada,36.173,-115.0669,Z5,Reed
265,265,Violent Crime,5/25/2021 4:50,0865 Blue Bill Park Road,Las Vegas,Nevada,36.086,-115.1471,Z6,Young
266,266,Property Crime,2/18/2020 3:37,320 Blue Bill Park Point,Las Vegas,Nevada,36.0914,-115.0885,Z4,Stewart
267,267,Traffic,4/5/2020 7:46,16 Haas Plaza,Reno,Nevada,39.5224,-119.8353,Z3,Roberts
268,268,Traffic,12/3/2019 7:34,6716 Thompson Court,Las Vegas,Nevada,36.1693,-115.2828,Z4,Cooper
269,269,Violent Crime,12/9/2021 22:58,48149 Marcy Junction,Reno,Nevada,39.7699,-119.6027,Z6,Morgan
270,270,Alarm,9/3/2020 11:10,6 Erie Lane,North Las Vegas,Nevada,35.9279,-114.9721,Z4,Anderson
271,271,Traffic,7/16/2023 4:30,3 Little Fleur Circle,Las Vegas,Nevada,36.1378,-115.3261,Z7,Adams
272,272,Alarm,7/2/2020 14:09,074 Longview Point,Las Vegas,Nevada,36.2158,-115.0671,Z7,Edwards
273,273,Violent Crime,5/20/2024 10:02,2454 Anniversary Alley,Henderson,Nevada,36.0119,-115.0433,Z1,Bennett
274,274,Traffic,3/3/2024 20:35,947 Golden Leaf Center,Reno,Nevada,39.5387,-119.8225,Z3,James
275,275,Traffic,7/26/2024 19:27,2982 Porter Court,Las Vegas,Nevada,36.2235,-115.2655,Z4,Lewis
276,276,Property Crime,11/20/2019 9:45,282 Bultman Drive,Las Vegas,Nevada,36.0914,-115.0885,Z1,Adams
277,277,Alarm,1/5/2020 5:40,449 3rd Trail,Carson City,Nevada,39.1678,-119.7764,Z8,Wood
278,278,Property Crime,6/11/2021 8:38,45197 Ruskin Pass,Las Vegas,Nevada,35.9977,-115.2861,Z5,Wilson
279,279,Property Crime,11/25/2020 13:44,848 Oneill Street,Las Vegas,Nevada,35.9279,-114.9721,Z8,Ramirez
280,280,Property Crime,11/18/2021 13:03,1491 Pond Drive,North Las Vegas,Nevada,36.2204,-115.1458,Z4,Murphy
281,281,Property Crime,2/15/2022 9:10,81077 Artisan Point,North Las Vegas,Nevada,36.2204,-115.1458,Z1,Murphy
282,282,Property Crime,6/18/2021 3:02,2553 Surrey Place,Las Vegas,Nevada,36.086,-115.1471,Z5,Harris
283,283,Traffic,4/23/2022 7:12,7 Glacier Hill Hill,Reno,Nevada,39.7699,-119.6027,Z5,Jackson
284,284,Traffic,4/28/2022 14:09,62800 Cordelia Street,Las Vegas,Nevada,36.086,-115.1471,Z4,Bennett
285,285,Traffic,5/21/2022 9:28,3 Kensington Pass,Reno,Nevada,39.5387,-119.8225,Z5,Allen
286,286,Violent Crime,1/6/2022 12:01,8794 Twin Pines Way,Henderson,Nevada,36.0384,-115.0857,Z3,Price
287,287,Property Crime,10/9/2019 14:05,7185 Mccormick Parkway,Las Vegas,Nevada,36.2471,-115.221,Z3,Turner
288,288,Traffic,11/1/2020 21:51,372 Comanche Center,Las Vegas,Nevada,36.173,-115.0669,Z5,Cooper
289,289,Traffic,10/27/2019 16:47,8 Prairieview Court,Las Vegas,Nevada,36.086,-115.1471,Z2,Wright
290,290,Welfare Check,6/8/2020 6:10,0 Oriole Way,Las Vegas,Nevada,36.173,-115.0669,Z8,Lee
291,291,Traffic,12/18/2023 4:49,517 Sachtjen Hill,North Las Vegas,Nevada,36.2204,-115.1458,Z2,Richardson
292,292,Property Crime,10/25/2019 13:03,99196 Bobwhite Alley,Las Vegas,Nevada,36.3265,-115.3398,Z2,Sanders
293,293,Violent Crime,3/25/2020 21:30,4409 Onsgard Street,Carson City,Nevada,39.1678,-119.7764,Z1,White
294,294,Property Crime,8/9/2022 21:49,581 Caliangt Terrace,Carson City,Nevada,39.2025,-119.7526,Z4,Hernandez
295,295,Violent Crime,4/16/2024 21:54,2 Nelson Plaza,Las Vegas,Nevada,35.9279,-114.9721,Z1,Sanders
296,296,Alarm,9/8/2023 2:49,741 Dexter Avenue,Las Vegas,Nevada,36.173,-115.0669,Z2,Garcia
297,297,Alarm,5/26/2023 4:26,5167 Annamark Court,Reno,Nevada,40.5412,-119.5869,Z3,Williams
298,298,Traffic,1/18/2023 15:38,5 Blaine Drive,Las Vegas,Nevada,36.1693,-115.2828,Z5,Cook
299,299,Traffic,3/25/2022 17:47,8 Caliangt Parkway,Las Vegas,Nevada,35.9977,-115.2861,Z5,Perez
300,300,Property Crime,7/25/2021 21:18,78737 Sherman Lane,Las Vegas,Nevada,36.1693,-115.2828,Z6,Jackson
301,301,Traffic,6/27/2022 10:45,51 Susan Park,Reno,Nevada,40.5412,-119.5869,Z6,Ward
302,302,Alarm,4/23/2022 7:55,66 Bultman Hill,Reno,Nevada,39.4814,-119.8591,Z4,Mitchell
303,303,Property Crime,4/17/2020 14:39,3 Eastwood Center,Las Vegas,Nevada,35.9977,-115.2861,Z6,Murphy
304,304,Violent Crime,4/21/2023 0:24,664 Northridge Junction,Las Vegas,Nevada,36.086,-115.1471,Z8,White
305,305,Traffic,5/12/2024 0:31,4689 Bluestem Court,Las Vegas,Nevada,36.086,-115.1471,Z6,Walker
306,306,Violent Crime,2/3/2023 8:55,3 Crownhardt Alley,Henderson,Nevada,36.0384,-115.0857,Z7,Ward
307,307,Alarm,10/22/2020 2:06,0910 Brown Crossing,Las Vegas,Nevada,36.173,-115.0669,Z6,Bell
308,308,Traffic,5/11/2023 21:32,8 Drewry Plaza,Las Vegas,Nevada,35.9279,-114.9721,Z2,Baker
309,309,Traffic,12/19/2024 10:26,94514 Transport Crossing,Henderson,Nevada,36.0119,-115.0433,Z8,Turner
310,310,Property Crime,2/25/2023 9:02,923 Garrison Hill,Reno,Nevada,39.5387,-119.8225,Z7,Cooper
311,311,Traffic,4/28/2024 7:22,67122 Dixon Point,Reno,Nevada,40.5412,-119.5869,Z2,Rodriguez
312,312,Welfare Check,9/1/2021 10:17,44112 Monument Center,Carson City,Nevada,39.1678,-119.7764,Z8,Cook
313,313,Alarm,2/19/2023 9:22,5275 Porter Junction,Sparks,Nevada,39.6269,-119.7081,Z5,Turner
314,314,Traffic,8/15/2024 22:59,687 Briar Crest Pass,North Las Vegas,Nevada,36.2204,-115.1458,Z6,Ramirez
315,315,Property Crime,9/3/2023 5:43,3 Esker Street,Reno,Nevada,40.5412,-119.5869,Z6,Martinez
316,316,Traffic,2/15/2023 16:14,3537 Delaware Pass,Las Vegas,Nevada,36.2471,-115.221,Z1,Davis
317,317,Alarm,1/14/2022 23:35,091 Dixon Alley,Reno,Nevada,39.7699,-119.6027,Z5,Howard
318,318,Violent Crime,8/8/2020 4:16,27140 Graceland Drive,North Las Vegas,Nevada,35.9279,-114.9721,Z3,Jackson
319,319,Traffic,12/10/2022 5:31,54 Ludington Place,Las Vegas,Nevada,36.3265,-115.3398,Z3,Morris
320,320,Violent Crime,8/15/2020 18:57,1 Eagan Street,Las Vegas,Nevada,35.9977,-115.2861,Z5,Rogers
321,321,Property Crime,1/1/2020 14:07,89778 Florence Terrace,Reno,Nevada,39.5387,-119.8225,Z7,Sanders
322,322,Property Crime,7/12/2021 17:27,1725 Lyons Street,North Las Vegas,Nevada,36.2204,-115.1458,Z3,Torres
323,323,Welfare Check,8/29/2022 11:20,9444 Clyde Gallagher Pass,Las Vegas,Nevada,36.086,-115.1471,Z3,Martin
324,324,Violent Crime,12/24/2022 6:06,57 Westridge Way,Las Vegas,Nevada,35.9977,-115.2861,Z6,Clark
325,325,Welfare Check,10/29/2023 3:45,003 Sycamore Hill,Las Vegas,Nevada,36.2235,-115.2655,Z1,Anderson
326,326,Alarm,7/27/2023 18:17,5 Steensland Way,Reno,Nevada,39.5224,-119.8353,Z3,Morgan
327,327,Welfare Check,8/20/2023 2:14,450 Briar Crest Junction,Henderson,Nevada,36.0119,-115.0433,Z8,Torres
328,328,Welfare Check,1/10/2022 17:28,9 Dakota Way,Las Vegas,Nevada,36.3265,-115.3398,Z7,Smith
329,329,Alarm,5/12/2023 4:41,441 Hansons Trail,Las Vegas,Nevada,36.086,-115.1471,Z7,Brooks
330,330,Welfare Check,8/23/2020 7:20,00770 Susan Alley,Las Vegas,Nevada,36.3265,-115.3398,Z1,Stewart
331,331,Alarm,11/2/2022 22:08,19900 Vera Lane,Las Vegas,Nevada,35.9977,-115.2861,Z7,Collins
332,332,Alarm,10/7/2024 20:58,377 Brentwood Parkway,Las Vegas,Nevada,36.3265,-115.3398,Z8,Morris
333,333,Alarm,9/23/2020 23:30,1308 Anderson Terrace,Las Vegas,Nevada,35.9977,-115.2861,Z7,Evans
334,334,Property Crime,9/23/2021 2:23,84020 Lawn Plaza,North Las Vegas,Nevada,35.9279,-114.9721,Z4,Roberts
335,335,Alarm,8/5/2020 5:12,16 Esch Center,Las Vegas,Nevada,35.9279,-114.9721,Z8,Hill
336,336,Traffic,3/7/2021 17:17,84 Graceland Pass,Las Vegas,Nevada,36.1378,-115.3261,Z2,Bennett
337,337,Property Crime,10/20/2022 20:10,1942 Wayridge Court,Las Vegas,Nevada,36.0914,-115.0885,Z3,Campbell
338,338,Violent Crime,12/28/2020 22:06,3 Clove Hill,Sparks,Nevada,39.6269,-119.7081,Z4,James
339,339,Alarm,5/24/2023 6:25,5945 Russell Parkway,Las Vegas,Nevada,35.9279,-114.9721,Z5,Wood
340,340,Property Crime,6/13/2022 17:04,97129 Hallows Drive,Reno,Nevada,39.5387,-119.8225,Z7,Evans
341,341,Alarm,7/15/2020 10:27,14102 Northwestern Center,Las Vegas,Nevada,35.9279,-114.9721,Z1,Taylor
342,342,Alarm,2/4/2023 12:35,73131 Donald Trail,Las Vegas,Nevada,36.086,-115.1471,Z4,Harris
343,343,Alarm,5/8/2020 7:34,245 Gulseth Plaza,Las Vegas,Nevada,36.0914,-115.0885,Z7,Howard
344,344,Violent Crime,1/11/2023 1:12,53 Dawn Pass,Henderson,Nevada,36.0119,-115.0433,Z4,Bennett
345,345,Traffic,3/22/2023 13:07,910 Mockingbird Avenue,Las Vegas,Nevada,35.9279,-114.9721,Z1,Gray
346,346,Traffic,11/15/2021 16:59,14 Sundown Point,Henderson,Nevada,36.0119,-115.0433,Z7,Johnson
347,347,Traffic,4/20/2020 17:28,088 Onsgard Junction,Carson City,Nevada,39.1678,-119.7764,Z8,Gray
348,348,Violent Crime,8/3/2022 11:14,6 Cottonwood Parkway,North Las Vegas,Nevada,35.9279,-114.9721,Z7,Thompson
349,349,Traffic,11/18/2022 10:03,299 Clarendon Court,Reno,Nevada,39.5387,-119.8225,Z8,Lee
350,350,Welfare Check,11/20/2023 21:24,588 Bayside Drive,North Las Vegas,Nevada,35.9279,-114.9721,Z4,Allen
351,351,Property Crime,4/25/2020 14:18,8 Weeping Birch Trail,Las Vegas,Nevada,35.9279,-114.9721,Z4,Thomas
352,352,Violent Crime,11/20/2023 21:39,779 Gulseth Parkway,North Las Vegas,Nevada,36.2204,-115.1458,Z7,Gray
353,353,Traffic,1/6/2023 1:38,321 Towne Junction,Reno,Nevada,39.7699,-119.6027,Z8,James
354,354,Traffic,2/23/2022 13:18,48 Old Shore Court,Las Vegas,Nevada,36.3265,-115.3398,Z4,Wright
355,355,Alarm,5/17/2022 5:47,62 Nevada Court,Las Vegas,Nevada,36.086,-115.1471,Z8,Ramirez
356,356,Alarm,12/8/2019 21:09,9056 Namekagon Place,Las Vegas,Nevada,36.173,-115.0669,Z5,Young
357,357,Welfare Check,1/4/2021 11:38,660 Everett Avenue,Las Vegas,Nevada,36.086,-115.1471,Z4,Moore
358,358,Traffic,1/15/2020 23:01,20 Oneill Drive,North Las Vegas,Nevada,35.9279,-114.9721,Z6,Martin
359,359,Alarm,8/10/2024 1:34,38523 Cody Park,Las Vegas,Nevada,35.9279,-114.9721,Z1,Sanchez
360,360,Property Crime,10/8/2021 0:35,15 Lien Way,Reno,Nevada,39.5224,-119.8353,Z5,Williams
361,361,Alarm,11/11/2023 17:23,65764 Leroy Pass,Las Vegas,Nevada,36.2158,-115.0671,Z5,Harris
362,362,Violent Crime,6/27/2021 4:32,3 Bunting Pass,Las Vegas,Nevada,35.9977,-115.2861,Z8,Turner
363,363,Alarm,8/29/2024 17:38,92 Glendale Avenue,Carson City,Nevada,39.2025,-119.7526,Z7,Howard
364,364,Property Crime,1/9/2020 13:10,3 7th Plaza,Las Vegas,Nevada,35.9279,-114.9721,Z1,Brown
365,365,Welfare Check,5/16/2024 5:22,2 Everett Way,Las Vegas,Nevada,36.1378,-115.3261,Z7,Garcia
366,366,Alarm,5/5/2021 9:32,82 Warbler Circle,Las Vegas,Nevada,36.0914,-115.0885,Z2,Brooks
367,367,Welfare Check,9/3/2023 9:50,5360 Declaration Court,Las Vegas,Nevada,36.1693,-115.2828,Z8,Harris
368,368,Alarm,12/4/2024 19:08,61782 Green Ridge Drive,Las Vegas,Nevada,36.1693,-115.2828,Z1,Evans
369,369,Violent Crime,9/19/2020 20:34,0301 Annamark Pass,Las Vegas,Nevada,36.086,-115.1471,Z7,Kelly
370,370,Welfare Check,5/9/2022 9:20,958 Nancy Point,Las Vegas,Nevada,35.9279,-114.9721,Z6,Watson
371,371,Traffic,4/25/2023 2:06,41150 Miller Crossing,Carson City,Nevada,39.1678,-119.7764,Z6,Thomas
372,372,Alarm,8/23/2024 8:50,14 Golf View Drive,Reno,Nevada,39.7699,-119.6027,Z6,Williams
373,373,Traffic,1/3/2022 21:31,4843 Annamark Terrace,Las Vegas,Nevada,36.2235,-115.2655,Z3,Price
374,374,Violent Crime,10/14/2024 19:53,4 Prairie Rose Plaza,Reno,Nevada,40.5412,-119.5869,Z2,Miller
375,375,Violent Crime,6/8/2024 22:56,2281 Pine View Way,Sparks,Nevada,39.6269,-119.7081,Z2,Sanders
376,376,Traffic,3/5/2020 0:14,6259 Helena Place,Reno,Nevada,39.4814,-119.8591,Z7,Bennett
377,377,Property Crime,8/16/2023 4:35,8 Everett Way,Las Vegas,Nevada,35.9279,-114.9721,Z7,Smith
378,378,Violent Crime,4/20/2022 5:29,89 Dryden Park,Las Vegas,Nevada,36.1693,-115.2828,Z5,Bell
379,379,Property Crime,11/2/2024 4:50,6442 Lindbergh Park,Las Vegas,Nevada,36.2235,-115.2655,Z3,Adams
380,380,Welfare Check,12/20/2024 0:58,9 Sullivan Road,Henderson,Nevada,36.0119,-115.0433,Z7,Jones
381,381,Property Crime,12/5/2021 15:00,3 Stang Parkway,Las Vegas,Nevada,36.0914,-115.0885,Z3,Lee
382,382,Traffic,5/31/2022 16:43,48240 Daystar Trail,Reno,Nevada,40.5412,-119.5869,Z3,Thompson
383,383,Alarm,11/4/2023 8:55,49 Surrey Terrace,Reno,Nevada,39.5387,-119.8225,Z7,Wilson
384,384,Traffic,3/12/2023 0:19,14260 Northview Terrace,Sparks,Nevada,39.6269,-119.7081,Z8,Evans
385,385,Welfare Check,2/15/2020 3:30,11237 Pine View Junction,Las Vegas,Nevada,36.086,-115.1471,Z2,Allen
386,386,Property Crime,9/18/2023 21:04,116 Warrior Street,Las Vegas,Nevada,36.2158,-115.0671,Z7,Cox
387,387,Welfare Check,2/17/2020 8:37,71682 Calypso Lane,Henderson,Nevada,36.0119,-115.0433,Z1,Johnson
388,388,Traffic,2/23/2022 21:39,0713 Myrtle Lane,North Las Vegas,Nevada,35.9279,-114.9721,Z6,Green
389,389,Violent Crime,7/11/2020 20:04,74243 Moulton Parkway,Reno,Nevada,39.5387,-119.8225,Z7,Parker
390,390,Welfare Check,7/3/2024 4:57,223 Del Mar Circle,Henderson,Nevada,36.0119,-115.0433,Z2,Cook
391,391,Property Crime,11/11/2020 9:22,8 Warbler Lane,Reno,Nevada,39.4814,-119.8591,Z6,Nelson
392,392,Property Crime,8/4/2024 1:38,6369 Village Parkway,Reno,Nevada,40.5412,-119.5869,Z3,Williams
393,393,Property Crime,6/24/2022 3:43,2 Schurz Circle,Henderson,Nevada,36.0119,-115.0433,Z6,Lopez
394,394,Traffic,5/1/2021 13:52,97 Hoepker Center,Henderson,Nevada,36.0384,-115.0857,Z6,Phillips
395,395,Alarm,3/7/2020 23:53,76 Rusk Street,Las Vegas,Nevada,36.173,-115.0669,Z6,Garcia
396,396,Violent Crime,10/5/2023 12:38,573 Erie Avenue,Las Vegas,Nevada,35.9279,-114.9721,Z8,Howard
397,397,Alarm,9/25/2020 19:27,23 Atwood Street,Reno,Nevada,39.7699,-119.6027,Z4,Jackson
398,398,Traffic,7/6/2023 20:12,702 Algoma Circle,Sparks,Nevada,39.6269,-119.7081,Z7,Harris
399,399,Alarm,2/9/2024 1:06,0577 Coolidge Hill,Carson City,Nevada,39.1678,-119.7764,Z8,Morris
400,400,Property Crime,9/17/2023 14:03,2693 Raven Point,Reno,Nevada,39.5224,-119.8353,Z7,Roberts
401,401,Traffic,10/14/2021 22:42,366 Charing Cross Court,Las Vegas,Nevada,36.2235,-115.2655,Z4,Campbell
402,402,Welfare Check,3/28/2020 11:20,57 Pond Circle,Las Vegas,Nevada,35.9977,-115.2861,Z8,Cox
403,403,Traffic,9/30/2020 13:11,22860 Oriole Trail,Las Vegas,Nevada,36.0914,-115.0885,Z2,Perez
404,404,Welfare Check,12/23/2024 11:48,61 Independence Park,Las Vegas,Nevada,35.9279,-114.9721,Z5,Gonzalez
405,405,Welfare Check,10/6/2021 5:42,39560 Iowa Way,Sparks,Nevada,39.6269,-119.7081,Z1,Hall
406,406,Alarm,10/24/2022 8:13,0721 Independence Drive,Las Vegas,Nevada,36.0914,-115.0885,Z2,Thompson
407,407,Welfare Check,9/29/2023 2:23,9 Logan Plaza,Las Vegas,Nevada,35.9279,-114.9721,Z8,White
408,408,Alarm,1/12/2024 3:54,09 Mariners Cove Place,Las Vegas,Nevada,36.173,-115.0669,Z8,Rivera
409,409,Welfare Check,2/27/2024 20:31,1 Marcy Center,Las Vegas,Nevada,36.086,-115.1471,Z7,Davis
410,410,Violent Crime,11/30/2022 20:35,3618 Katie Lane,Reno,Nevada,39.5224,-119.8353,Z6,Rogers
411,411,Property Crime,9/25/2024 14:48,7 Pine View Trail,Las Vegas,Nevada,36.086,-115.1471,Z3,Sanders
412,412,Welfare Check,7/23/2024 17:11,7307 Magdeline Way,Reno,Nevada,40.5412,-119.5869,Z3,Gray
413,413,Alarm,7/9/2023 19:07,619 Schurz Park,Las Vegas,Nevada,36.173,-115.0669,Z1,Watson
414,414,Violent Crime,12/12/2019 22:48,3821 Packers Pass,Reno,Nevada,39.5387,-119.8225,Z6,Lee
415,415,Alarm,9/19/2019 22:12,754 Goodland Circle,Las Vegas,Nevada,36.1378,-115.3261,Z8,Carter
416,416,Traffic,8/5/2024 6:18,453 Summer Ridge Hill,Reno,Nevada,39.4814,-119.8591,Z8,Rodriguez
417,417,Property Crime,10/21/2023 19:07,0 Hoffman Pass,Reno,Nevada,39.5387,-119.8225,Z1,Richardson
418,418,Welfare Check,4/30/2020 16:12,70 Montana Alley,Las Vegas,Nevada,36.086,-115.1471,Z6,Garcia
419,419,Alarm,8/21/2023 10:14,5 Debs Alley,Las Vegas,Nevada,35.9279,-114.9721,Z1,Garcia
420,420,Welfare Check,4/2/2024 18:56,473 Glacier Hill Point,North Las Vegas,Nevada,35.9279,-114.9721,Z8,Allen
421,421,Welfare Check,1/19/2023 1:48,2868 Doe Crossing Place,North Las Vegas,Nevada,36.2204,-115.1458,Z6,Howard
422,422,Traffic,4/15/2023 9:18,7920 Grover Court,Las Vegas,Nevada,36.086,-115.1471,Z6,Taylor
423,423,Traffic,10/7/2022 19:56,09 South Way,Las Vegas,Nevada,35.9279,-114.9721,Z3,Richardson
424,424,Alarm,10/9/2020 5:40,77 Fuller Point,Las Vegas,Nevada,36.173,-115.0669,Z2,Turner
425,425,Violent Crime,1/31/2023 14:02,8 Graedel Street,Sparks,Nevada,39.6269,-119.7081,Z8,Wood
426,426,Alarm,4/4/2024 9:07,3 Cordelia Parkway,Las Vegas,Nevada,35.9279,-114.9721,Z6,Sanders
427,427,Alarm,9/24/2020 1:17,94219 Elmside Avenue,Las Vegas,Nevada,36.3265,-115.3398,Z1,James
428,428,Alarm,4/8/2020 8:20,0 Aberg Hill,Las Vegas,Nevada,36.086,-115.1471,Z3,Price
429,429,Violent Crime,5/15/2024 1:47,2 Birchwood Crossing,Reno,Nevada,39.5224,-119.8353,Z5,Garcia
430,430,Welfare Check,4/19/2021 17:11,9005 Cody Avenue,Henderson,Nevada,36.0119,-115.0433,Z1,Wright
431,431,Property Crime,11/28/2020 13:27,623 Lerdahl Street,Las Vegas,Nevada,35.9977,-115.2861,Z7,Watson
432,432,Welfare Check,11/12/2019 10:46,163 Grasskamp Plaza,Las Vegas,Nevada,36.3265,-115.3398,Z1,Hall
433,433,Welfare Check,11/10/2023 9:12,84 Shoshone Pass,Las Vegas,Nevada,36.086,-115.1471,Z8,Miller
434,434,Alarm,5/12/2022 18:35,66524 Reinke Junction,Las Vegas,Nevada,36.173,-115.0669,Z7,Baker
435,435,Property Crime,11/23/2024 4:33,903 Di Loreto Pass,Henderson,Nevada,36.0384,-115.0857,Z8,Thompson
436,436,Violent Crime,6/24/2024 11:43,5762 Oriole Center,North Las Vegas,Nevada,36.2204,-115.1458,Z8,Thompson
437,437,Welfare Check,8/24/2024 3:39,4260 Continental Terrace,Reno,Nevada,39.5224,-119.8353,Z7,Lee
438,438,Alarm,5/13/2022 15:31,929 Sachs Crossing,Las Vegas,Nevada,36.086,-115.1471,Z3,Walker
439,439,Traffic,3/14/2020 2:53,713 Fordem Avenue,Las Vegas,Nevada,35.9279,-114.9721,Z5,Morgan
440,440,Violent Crime,11/15/2023 17:04,92 Dennis Court,Las Vegas,Nevada,35.9279,-114.9721,Z5,Baker
441,441,Welfare Check,3/16/2022 10:18,3339 Dixon Hill,Reno,Nevada,39.5387,-119.8225,Z4,Bennett
442,442,Alarm,12/30/2023 17:09,4452 Linden Parkway,Henderson,Nevada,36.0119,-115.0433,Z8,Scott
443,443,Traffic,11/13/2023 3:05,6 Old Shore Crossing,Las Vegas,Nevada,35.9279,-114.9721,Z2,Hill
444,444,Welfare Check,11/5/2020 2:07,0 Westport Lane,Las Vegas,Nevada,35.9977,-115.2861,Z2,Johnson
445,445,Violent Crime,10/5/2024 20:58,57 Sundown Parkway,Las Vegas,Nevada,36.3265,-115.3398,Z2,Johnson
446,446,Traffic,8/2/2022 4:16,10 Buell Lane,Las Vegas,Nevada,35.9977,-115.2861,Z3,Garcia
447,447,Property Crime,1/31/2023 5:38,598 Reindahl Center,Carson City,Nevada,39.1678,-119.7764,Z2,White
448,448,Violent Crime,2/29/2020 12:22,01 Goodland Crossing,Reno,Nevada,39.5387,-119.8225,Z5,Watson
449,449,Welfare Check,8/18/2022 10:29,484 Crest Line Center,Henderson,Nevada,36.0384,-115.0857,Z8,Wright
450,450,Traffic,10/9/2024 14:21,14 Stoughton Park,Las Vegas,Nevada,36.2158,-115.0671,Z3,Thomas
